genome_name,Completeness,completeness_score,Contamination,contamination_score,assembly_quality,N50_contigs,Longest_contig_bp,Winner_Completeness,winner_completeness_score,Winner_Contamination,winner_contamination_score,winner_assembly_quality,classification,Domain,Phylum,Class,Order,Family,Genus,Species,source,dRep,analysis_project_type,completeness_software,completeness_software_version,assembly_tool,assembly_tool_version,annotation_tool,annotation_tool_version,binning_software,binning_software_version
16O_day370_MH_16O_day370_MH_bin.24_renamed,91.61,High,99.52,Low,Low,14423,83859,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__Fen-1039;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,Fen-1039,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.26_renamed,50.86,Medium,5.17,Medium,Medium,8237,30218,57.46,Medium,5.76,Medium,Medium,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Anaerosomatales;f__JAAXUF01;g__JAAXWY01;s__,Bacteria,Actinomycetota,Coriobacteriia,Anaerosomatales,JAAXUF01,JAAXWY01,,ncbi_data_coassembly_of_replicates,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.29_renamed,55.69,Medium,13.22,Low,Low,3642,15295,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__CAIXSE01;s__,Bacteria,Actinomycetota,Thermoleophilia,UBA2241,UBA2241,CAIXSE01,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.30_renamed,28.42,Low,3.51,High,Low,4515,17563,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1118;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1118,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.31_renamed,53.67,Medium,21.05,Low,Low,9333,48689,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1137;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1137,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.34_renamed,62.58,Medium,37.24,Low,Low,5586,28749,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Occallatibacter,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.36_renamed,86.35,Medium,4.78,High,Medium,18798,82523,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Fen-668;s__,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Fen-668,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.38_renamed,36.16,Low,12.07,Low,Low,5462,21000,NA,NA,NA,NA,NA,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__MWDT01;s__,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,MWDT01,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.3_renamed,47.76,Low,0,High,Low,5514,22732,NA,NA,NA,NA,NA,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-930;s__,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,BOG-930,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.41_renamed,85.66,Medium,45.67,Low,Low,5740,24581,NA,NA,NA,NA,NA,d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__;s__,Bacteria,Eremiobacterota,Eremiobacteria,Baltobacterales,Baltobacteraceae,,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.42_renamed,62.73,Medium,37.93,Low,Low,4260,22705,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__UBA4719;s__,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermatophilaceae,UBA4719,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.43_renamed,46.65,Low,10.68,Low,Low,3850,16088,NA,NA,NA,NA,NA,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.45_renamed,78.83,Medium,7.27,Medium,Medium,6753,25957,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CTSoil-043;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,CTSoil-043,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.47_renamed,70.18,Medium,61.4,Low,Low,3980,42467,NA,NA,NA,NA,NA,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Fen-1467;s__,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Fen-1467,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.48_renamed,87.1,Medium,2.14,High,Medium,14089,44282,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,RAAP-2,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.49_renamed,66.3,Medium,18.1,Low,Low,4681,19263,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.51_renamed,98.28,High,4.31,High,High,24292,86265,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Cellulomonadaceae;g__Pengzhenrongella;s__,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Cellulomonadaceae,Pengzhenrongella,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.53_renamed,92.63,High,2.15,High,High,27907,80277,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionicimonas;s__,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Propionicimonas,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.56_renamed,59.81,Medium,9.65,Medium,Medium,10444,37188,82.74,Medium,15.27,Low,Low,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1137;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1137,,ncbi_data_coassembly_of_replicates,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.58_renamed,71.09,Medium,65.45,Low,Low,4115,18955,NA,NA,NA,NA,NA,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Rectinemataceae;g__UBA1306;s__,Bacteria,Spirochaetota,Spirochaetia,Treponematales,Rectinemataceae,UBA1306,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.59_renamed,79.24,Medium,5.09,Medium,Medium,8136,47519,NA,NA,NA,NA,NA,d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Velthaea;s__,Bacteria,Eremiobacterota,Eremiobacteria,Baltobacterales,Baltobacteraceae,Velthaea,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.5_renamed,73.51,Medium,26.25,Low,Low,4483,19325,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__FEN-672;s__FEN-672 sp003158705,Bacteria,Actinomycetota,Thermoleophilia,UBA2241,UBA2241,FEN-672,FEN-672 sp003158705,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.60_renamed,82.38,Medium,47.2,Low,Low,4107,26723,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Palsa-739;s__,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Palsa-739,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.62_renamed,90.8,High,14.44,Low,Low,11965,38873,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.65_renamed,70.95,Medium,1.72,High,Medium,5547,21504,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Miltoncostaeales;f__Miltoncostaeaceae;g__CAITWD01;s__,Bacteria,Actinomycetota,Thermoleophilia,Miltoncostaeales,Miltoncostaeaceae,CAITWD01,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.66_renamed,75.14,Medium,0.86,High,Medium,23430,69572,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Fen-549;s__Fen-549 sp003162055,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Fen-549,Fen-549 sp003162055,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.71_renamed,90.11,High,7.17,Medium,Medium,46032,119934,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Fen-668;s__,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Fen-668,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.76_renamed,89.03,Medium,55.4,Low,Low,7458,61080,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__TOLSYN;s__,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Koribacteraceae,TOLSYN,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.78_renamed,70.14,Medium,13.56,Low,Low,7299,39846,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Fen-1064;g__Fen-1064;s__,Bacteria,Chloroflexota,Dehalococcoidia,Dehalococcoidales,Fen-1064,Fen-1064,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.81_renamed,73.06,Medium,11.21,Low,Low,12846,47327,NA,NA,NA,NA,NA,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Fen-1467;s__,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Fen-1467,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.82_renamed,49.61,Low,3.45,High,Low,5116,19006,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__;s__,Bacteria,Actinomycetota,Thermoleophilia,UBA2241,UBA2241,,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.85_renamed,35.45,Low,1.82,High,Low,5211,28067,NA,NA,NA,NA,NA,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__SZUA-6;f__Fen-1364;g__Fen-1364;s__,Bacteria,Spirochaetota,Spirochaetia,SZUA-6,Fen-1364,Fen-1364,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.87_renamed,87.5,Medium,7.16,Medium,Medium,12773,71174,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CTSoil-043;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,CTSoil-043,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.88_renamed,57.93,Medium,22.41,Low,Low,4928,19639,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Fen-549;s__,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Fen-549,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.90_renamed,69.97,Medium,94.98,Low,Low,4142,21199,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Occallatibacter,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.91_renamed,54.56,Medium,2.59,High,Medium,6567,33194,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Occallatibacter,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.92_renamed,80.61,Medium,12.64,Low,Low,30457,107432,NA,NA,NA,NA,NA,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Palsa-1447,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.94_renamed,89.89,Medium,53.76,Low,Low,8022,49177,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__Bog-752;s__,Bacteria,Actinomycetota,Thermoleophilia,UBA2241,UBA2241,Bog-752,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.95_renamed,51.41,Medium,2.73,High,Medium,45846,140894,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UBA6107;s__,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,UBA6107,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
16O_day370_MH_16O_day370_MH_bin.9_renamed,90.55,High,66.55,Low,Low,8252,39248,NA,NA,NA,NA,NA,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Palsa-1447,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day184_MH_18O_day184_MH_bin.103_renamed,64.41,Medium,3.02,High,Medium,8003,33766,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__UBA5066;g__Fen-183;s__,Bacteria,Acidobacteriota,Thermoanaerobaculia,UBA5066,UBA5066,Fen-183,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day184_MH_18O_day184_MH_bin.104_renamed,83.41,Medium,0.43,High,Medium,17245,79654,NA,NA,NA,NA,NA,d__Bacteria;p__FCPU426;c__Palsa-1180;o__Palsa-1180;f__Palsa-1180;g__;s__,Bacteria,FCPU426,Palsa-1180,Palsa-1180,Palsa-1180,,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day184_MH_18O_day184_MH_bin.105_renamed,79.4,Medium,59.31,Low,Low,8848,99170,NA,NA,NA,NA,NA,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__DSM-13327;f__DSM-13327;g__CTSoil-075;s__,Bacteria,Bacillota_C,Negativicutes,DSM-13327,DSM-13327,CTSoil-075,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day184_MH_18O_day184_MH_bin.108_renamed,72.07,Medium,8.62,Medium,Medium,45189,89742,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__Fen-1039;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,Fen-1039,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day184_MH_18O_day184_MH_bin.109_renamed,67.66,Medium,20.13,Low,Low,7672,26792,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Fen-1064;g__Fen-1064;s__,Bacteria,Chloroflexota,Dehalococcoidia,Dehalococcoidales,Fen-1064,Fen-1064,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day184_MH_18O_day184_MH_bin.10_renamed,87.3,Medium,2.62,High,Medium,9640,45193,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day184_MH_18O_day184_MH_bin.111_renamed,50.17,Medium,5.17,Medium,Medium,6367,17679,51.48,Medium,2.36,High,Medium,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__UMGS1260;f__UMGS1260;g__Pelorhabdus;s__,Bacteria,Bacillota_C,Negativicutes,UMGS1260,UMGS1260,Pelorhabdus,,ncbi_data_coassembly_of_replicates,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day184_MH_18O_day184_MH_bin.112_renamed,68.51,Medium,1.79,High,Medium,9695,24760,NA,NA,NA,NA,NA,d__Bacteria;p__Caldisericota;c__Caldisericia;o__Cryosericales;f__Cryosericaceae;g__Cryosericum;s__,Bacteria,Caldisericota,Caldisericia,Cryosericales,Cryosericaceae,Cryosericum,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day184_MH_18O_day184_MH_bin.114_renamed,52.36,Medium,0,High,Medium,36869,104565,NA,NA,NA,NA,NA,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA1547;g__UBA1547;s__,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA1547,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day184_MH_18O_day184_MH_bin.117_renamed,88.64,Medium,49.17,Low,Low,4823,20970,NA,NA,NA,NA,NA,d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__;s__,Bacteria,Eremiobacterota,Eremiobacteria,Baltobacterales,Baltobacteraceae,,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day184_MH_18O_day184_MH_bin.120_renamed,73.54,Medium,45.08,Low,Low,4063,19133,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__UBA2241;f__;g__;s__,Bacteria,Actinomycetota,Thermoleophilia,UBA2241,,,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day184_MH_18O_day184_MH_bin.122_renamed,74.94,Medium,36.56,Low,Low,3882,27364,NA,NA,NA,NA,NA,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__PALSA-894;s__,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,PALSA-894,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day184_MH_18O_day184_MH_bin.124_renamed,83.65,Medium,40.57,Low,Low,6408,21946,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Fen-549;s__Fen-549 sp003170155,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Fen-549,Fen-549 sp003170155,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
